　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表4—1    全国分年龄、性别、受教育程度的6岁及6岁以上人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位:人
年   龄   别,合      计,,,未上过学,,,扫   盲   班,,,小      学,,,初      中,,,高      中,,,中      专,,,大学专科,,,大学本科,,,研   究   生,,
,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
总      计,1156700293,593469678,563230615,89629436,25386944,64242492,20767295,6327997,14439298,441613351,217034413,224578938,422386607,238026237,184360370,99073845,59601039,39472806,39209614,19946276,19263338,28985486,17320758,11664728,14150726,9208762,4941964,883933,617252,266681
65岁及以上,88274022,41707888,46566134,41337176,11506509,29830667,7201339,2696343,4504996,29099015,19056507,10042508,6622561,5322998,1299563,1699418,1350899,348519,993715,718029,275686,682033,556615,125418,622620,487101,135519,16145,12887,3258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表4—1a    全国分年龄、性别、受教育程度的6岁及6岁以上人口（城市）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位:人
年   龄   别,合      计,,,未上过学,,,扫   盲   班,,,小      学,,,初      中,,,高      中,,,中      专,,,大学专科,,,大学本科,,,研   究   生,,
,合计 ,男 ,女,合计 ,男 ,女,合计 ,男 ,女,合计 ,男 ,女,合计 ,男 ,女,合计 ,男 ,女,合计 ,男 ,女,合计 ,男 ,女,合计 ,男 ,女,合计 ,男 ,女
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
总      计,276608948,141420006,135188942,11651951,2830696,8821255,2257394,626517,1630877,61318242,30062645,31255597,101454660,53565375,47889285,45688074,24770489,20917585,21759321,10207909,11551412,19560896,11084521,8476375,12081593,7688134,4393459,836817,583720,253097
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-9岁,12192909,6449221,5743688,763115,412017,351098,          ,          ,          ,11425468,6034899,5390569,4195,2229,1966,20,10,10,111,66,45,          ,          ,          ,          ,          ,          ,          ,          ,          
6岁,2930429,1554749,1375680,671512,365239,306273,          ,          ,          ,2258888,1189491,1069397,21,14,7,2,1,1,6,4,2,          ,          ,          ,          ,          ,          ,          ,          ,          
7岁,3029161,1602921,1426240,62048,31843,30205,          ,          ,          ,2967054,1571049,1396005,39,18,21,5,2,3,15,9,6,          ,          ,          ,          ,          ,          ,          ,          ,          
8岁,3072653,1625139,1447514,18283,9201,9082,          ,          ,          ,3054277,1615886,1438391,62,34,28,6,2,4,25,16,9,          ,          ,          ,          ,          ,          ,          ,          ,          
9岁,3160666,1666412,1494254,11272,5734,5538,          ,          ,          ,3145249,1658473,1486776,4073,2163,1910,7,5,2,65,37,28,          ,          ,          ,          ,          ,          ,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-14岁,20312108,10557906,9754202,54139,27547,26592,          ,          ,          ,11260318,5940290,5320028,8758647,4487534,4271113,146243,71985,74258,91454,30135,61319,1207,359,848,100,56,44,          ,          ,          
10岁,3978169,2089550,1888619,11865,6102,5763,          ,          ,          ,3934003,2067796,1866207,32036,15571,16465,6,4,2,253,72,181,3,2,1,3,3,          ,          ,          ,          
11岁,4057564,2115984,1941580,10487,5480,5007,          ,          ,          ,3689567,1937923,1751644,356582,172347,184235,59,32,27,853,193,660,7,5,2,9,4,5,          ,          ,          
12岁,4062416,2112748,1949668,10560,5420,5140,          ,          ,          ,2324045,1243717,1080328,1725847,863115,862732,155,78,77,1780,402,1378,20,9,11,9,7,2,          ,          ,          
13岁,4294087,2223010,2071077,10863,5389,5474,          ,          ,          ,920864,491003,429861,3334881,1715078,1619803,15044,7660,7384,12337,3845,8492,74,20,54,24,15,9,          ,          ,          
14岁,3919872,2016614,1903258,10364,5156,5208,          ,          ,          ,391839,199851,191988,3309301,1721423,1587878,130979,64211,66768,76231,25623,50608,1103,323,780,55,27,28,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19岁,27604517,13604143,14000374,56325,28032,28293,3170,1658,1512,1114231,523113,591118,10307373,5166050,5141323,7366359,3963637,3402722,5748994,2411038,3337956,1502486,675433,827053,1504467,834590,669877,1112,592,520
15岁,3860290,1939861,1920429,9683,4721,4962,309,141,168,228536,110871,117665,2325365,1232855,1092510,838985,418871,420114,431760,163909,267851,24604,7896,16708,1048,597,451,          ,          ,          
16岁,4710722,2298248,2412474,10390,5177,5213,457,223,234,193939,88210,105729,1687185,868784,818401,1707042,893122,813920,1037314,414246,623068,63665,22752,40913,10726,5731,4995,4,3,1
17岁,5689271,2749415,2939856,10653,5347,5306,640,339,301,206755,94193,112562,1871274,912121,959153,1932488,1039641,892847,1428648,588292,840356,142964,57562,85402,95820,51905,43915,29,15,14
18岁,7185536,3514410,3671126,13551,6795,6756,891,484,407,254446,119977,134469,2372981,1147097,1225884,1795166,995343,799823,1664204,712553,951651,516234,226487,289747,567870,305591,262279,193,83,110
19岁,6158698,3102209,3056489,12048,5992,6056,873,471,402,230555,109862,120693,2050568,1005193,1045375,1092678,616660,476018,1187068,532038,655030,755019,360736,394283,829003,470766,358237,886,491,395
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24岁,27560199,14103941,13456258,90510,38962,51548,10665,5579,5086,1510383,716257,794126,10782418,5405385,5377033,4766719,2617718,2149001,4128343,1886715,2241628,3400261,1709771,1690490,2749181,1654143,1095038,121719,69411,52308
20岁,5729115,2943049,2786066,14529,6779,7750,1341,708,633,244762,117724,127038,2013100,999830,1013270,936545,524415,412130,956221,434360,521861,777667,395038,382629,782937,463053,319884,2013,1142,871
21岁,5867361,3024056,2843305,15298,7083,8215,1743,932,811,267797,128587,139210,2148407,1069275,1079132,980631,544881,435750,942610,426300,516310,768486,397120,371366,732946,444733,288213,9443,5145,4298
22岁,5465818,2805832,2659986,17616,7533,10083,2104,1118,986,292043,138817,153226,2137200,1073441,1063759,947469,522069,425400,845279,385108,460171,657016,333479,323537,538588,328693,209895,28503,15574,12929
23岁,5000494,2543191,2457303,18972,7855,11117,2361,1218,1143,310609,146638,163971,2077805,1048772,1029033,899903,487793,412110,709234,325230,384004,573717,280660,293057,367974,222179,145795,39919,22846,17073
24岁,5497411,2787813,2709598,24095,9712,14383,3116,1603,1513,395172,184491,210681,2405906,1214067,1191839,1002171,538560,463611,674999,315717,359282,623375,303474,319901,326736,195485,131251,41841,24704,17137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29岁,31205483,15974359,15231124,194574,69287,125287,26826,11902,14924,2967930,1366636,1601294,14031870,7162772,6869098,5842411,3161651,2680760,2846532,1361592,1484940,3477173,1756248,1720925,1618481,961559,656922,199686,122712,76974
25岁,5636815,2852681,2784134,28995,11136,17859,3820,1918,1902,463230,215057,248173,2506682,1266469,1240213,1042136,557059,485077,602431,285461,316970,653756,317855,335901,297401,174685,122716,38364,23041,15323
26岁,5991306,3042156,2949150,33709,12316,21393,4490,2152,2338,538670,248277,290393,2698904,1364975,1333929,1111142,595982,515160,575838,275745,300093,688626,341401,347225,301472,178065,123407,38455,23243,15212
27岁,6336419,3241568,3094851,39322,13825,25497,5431,2410,3021,593072,273388,319684,2830241,1443237,1387004,1192346,646456,545890,575500,275492,300008,724320,364764,359556,333776,196407,137369,42411,25589,16822
28岁,6572714,3393111,3179603,45386,15887,29499,6281,2642,3639,662047,305267,356780,2977185,1532274,1444911,1238436,677034,561402,558704,268251,290453,706199,364000,342199,337236,201912,135324,41240,25844,15396
29岁,6668229,3444843,3223386,47162,16123,31039,6804,2780,4024,710911,324647,386264,3018858,1555817,1463041,1258351,685120,573231,534059,256643,277416,704272,368228,336044,348596,210490,138106,39216,24995,14221
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34岁,31358097,16354334,15003763,265441,89364,176077,44909,16860,28049,3969699,1842605,2127094,14597282,7615342,6981940,5879587,3150628,2728959,1860184,902944,957240,2936484,1594674,1341810,1630920,1021580,609340,173591,120337,53254
30岁,7211602,3752642,3458960,58143,20194,37949,8542,3481,5061,841059,390921,450138,3297651,1716497,1581154,1373187,745756,627431,516588,248876,267712,720367,382279,338088,358224,219644,138580,37841,24994,12847
31岁,6443848,3343049,3100799,50047,17262,32785,8364,3304,5060,800305,371491,428814,2934327,1523193,1411134,1237845,663479,574366,405876,194452,211424,637941,340396,297545,334919,206427,128492,34224,23045,11179
32岁,6894118,3603699,3290419,57059,19287,37772,9782,3636,6146,887414,415134,472280,3190024,1669594,1520430,1303098,699643,603455,386665,187062,199603,656684,356281,300403,366572,227920,138652,36820,25142,11678
33岁,5018060,2623951,2394109,46542,15170,31372,8252,2976,5276,687265,317286,369979,2396469,1255567,1140902,899122,478891,420231,258064,126879,131185,432054,240086,191968,262983,167611,95372,27309,19485,7824
34岁,5790469,3030993,2759476,53650,17451,36199,9969,3463,6506,753656,347773,405883,2778811,1450491,1328320,1066335,562859,503476,292991,145675,147316,489438,275632,213806,308222,199978,108244,37397,27671,9726
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39岁,28770346,15142025,13628321,255675,76307,179368,52105,15039,37066,2881848,1287498,1594350,11898902,6316241,5582661,8016700,4102801,3913899,1502796,736491,766305,2624382,1541302,1083080,1349495,919731,429764,188443,146615,41828
35岁,6103204,3221272,2881932,52800,17091,35709,10111,3301,6810,706429,327047,379382,2851643,1497620,1354023,1279350,671076,608274,317083,158865,158218,524028,301037,222991,317189,211451,105738,44571,33784,10787
36岁,6354165,3339005,3015160,52438,16528,35910,10392,3245,7147,633810,287381,346429,2778660,1461380,1317280,1582351,810155,772196,342956,168507,174449,589490,340528,248962,317152,215075,102077,46916,36206,10710
