总      计,1242612226,640275969,602336257,1137386112,586159888,551226224,5813947,2875453,2938494,9816805,5002072,4814733,5416021,2697807,2718214,8399393,4272863,4126530,8940116,4656974,4283142,7762272,3989391,3772881,16178811,8376754,7802057,2971460,1530887,1440573,1923842,956946,966896,10682262,5547750,5134512,2960293,1566575,1393718,2637421,1391332,1246089,1858063,947019,911044,8028133,4196469,3831664,1439673,751899,687774,1250458,633875,616583,1158989,578938,580051,1247814,647547,600267,634912,326274,308638,396610,202626,193984,709592,381038,328554,4461,2418,2043,453705,234144,219561,406902,213488,193414,513805,264453,249352,308839,154971,153868,132143,65291,66852,160823,81695,79128,241198,123571,117627,132394,65699,66695,207352,107154,100198,306072,155981,150091,91882,47534,44348,104503,53715,50788,107166,56443,50723,579357,310775,268582,188824,98737,90087,33936,17189,16747,33600,17043,16557,41028,20954,20074,28759,14857,13902,12370,6498,5872,15609,7365,8244,30505,14740,15765,17935,9032,8903,16505,8416,8089,13719,6935,6784,22517,11328,11189,4890,2550,2340,7426,3649,3777,8196,3872,4324,4640,2289,2351,8923,4428,4495,2965,1484,1481,20899,10596,10303,734438,385975,348463,941,323,618
69岁,5792092,2908551,2883541,5408993,2717912,2691081,15308,7462,7846,36643,18725,17918,18975,8252,10723,13558,7824,5734,33919,17164,16755,27373,13303,14070,70122,33021,37101,11638,5624,6014,9423,3754,5669,39643,20952,18691,13320,6898,6422,10188,5148,5040,8619,4323,4296,35730,18875,16855,4874,2343,2531,2237,1168,1069,4406,2082,2324,3487,1613,1874,2296,1123,1173,1083,563,520,3376,1871,1505,13,5,8,1465,698,767,1601,821,780,1536,784,752,1485,701,784,306,116,190,320,185,135,731,354,377,253,127,126,897,443,454,910,471,439,293,140,153,263,128,135,496,223,273,2307,1294,1013,525,313,212,119,57,62,117,44,73,109,68,41,60,33,27,35,22,13,65,19,46,56,28,28,42,21,21,37,20,17,49,22,27,94,50,44,16,6,10,21,13,8,8,4,4,13,5,8,23,13,10,8,4,4,53,32,21,2545,1283,1262,10,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74岁,25574149,12436154,13137995,23857885,11604704,12253181,69909,34061,35848,161255,79795,81460,80115,33008,47107,115740,64136,51604,140772,70326,70446,112834,52314,60520,309454,139674,169780,50348,22836,27512,38933,14220,24713,183384,95469,87915,52628,26828,25800,41331,20137,21194,34111,16456,17655,157508,80709,76799,20339,9427,10912,10287,5442,4845,18444,8217,10227,17936,7912,10024,9533,4505,5028,4600,2286,2314,15607,8507,7100,86,61,25,6083,2873,3210,6186,3039,3147,6243,3155,3088,5825,2698,3127,1347,526,821,2294,1250,1044,2378,1166,1212,1238,623,615,3653,1693,1960,4530,2137,2393,1398,662,736,1325,668,657,1885,909,976,8854,4830,4024,2546,1451,1095,405,164,241,502,201,301,548,314,234,454,207,247,151,84,67,235,69,166,187,94,93,213,107,106,215,110,105,160,78,82,439,169,270,52,30,22,116,60,56,43,22,21,54,30,24,90,46,44,38,23,15,308,137,171,11051,5485,5566,64,14,50
70岁,6499332,3221942,3277390,5996126,2976816,3019310,17439,8444,8995,46280,23124,23156,21587,9139,12448,64723,33441,31282,41143,20645,20498,29172,13787,15385,84718,38334,46384,13939,6340,7599,9988,3838,6150,45426,23774,21652,14903,7656,7247,11278,5515,5763,9049,4426,4623,44014,22758,21256,5359,2505,2854,3421,1737,1684,4918,2208,2710,5927,2530,3397,3106,1470,1636,1819,918,901,3461,1964,1497,18,13,5,1959,913,1046,1951,925,1026,2364,1199,1165,1555,736,819,455,176,279,1135,565,570,684,328,356,328,176,152,1043,463,580,1032,488,544,408,184,224,445,228,217,559,283,276,2499,1348,1151,696,409,287,116,45,71,139,51,88,246,124,122,182,85,97,56,22,34,68,24,44,49,25,24,65,29,36,82,36,46,43,19,24,107,47,60,14,9,5,64,31,33,9,5,4,14,7,7,23,9,14,12,6,6,85,38,47,3021,1522,1499,10,5,5
71岁,5045743,2469891,2575852,4727915,2314971,2412944,13956,6922,7034,29818,14717,15101,14322,5959,8363,11899,7067,4832,27413,13813,13600,22085,10290,11795,56876,26170,30706,9964,4584,5380,7877,2915,4962,36966,19188,17778,10475,5372,5103,7884,3906,3978,7344,3459,3885,30463,15645,14818,4007,1860,2147,1687,891,796,3387,1508,1879,2917,1317,1600,1706,838,868,708,345,363,3225,1753,1472,15,9,6,991,473,518,1216,594,622,936,475,461,1161,553,608,227,92,135,244,147,97,422,198,224,244,114,130,661,317,344,861,397,464,231,114,117,192,101,91,361,173,188,1851,1062,789,463,258,205,83,29,54,104,48,56,70,41,29,64,35,29,25,14,11,41,14,27,39,21,18,24,11,13,27,12,15,27,15,12,92,36,56,8,6,2,14,8,6,10,4,6,13,10,3,29,15,14,7,4,3,52,22,30,2032,978,1054,12,1,11
72岁,5359819,2608469,2751350,5010854,2438553,2572301,15112,7420,7692,32659,16258,16401,16227,6724,9503,16682,9964,6718,29944,14878,15066,24529,11395,13134,62216,28265,33951,11177,5032,6145,8048,2895,5153,38657,20003,18654,11662,5989,5673,8340,4082,4258,7425,3680,3745,32257,16638,15619,4177,1924,2253,1779,1000,779,3849,1757,2092,3372,1523,1849,1941,875,1066,732,334,398,3457,1881,1576,21,19,2,1156,543,613,1362,697,665,1200,617,583,1207,566,641,283,115,168,358,219,139,510,249,261,290,154,136,743,358,385,1053,491,562,300,143,157,277,143,134,396,183,213,1893,1053,840,521,293,228,71,34,37,98,42,56,102,69,33,84,35,49,26,17,9,51,9,42,39,15,24,44,25,19,39,20,19,42,22,20,85,31,54,13,6,7,21,11,10,15,7,8,10,6,4,15,8,7,5,2,3,60,27,33,2322,1169,1153,11,1,10
73岁,4606896,2217591,2389305,4307893,2073572,2234321,12510,6045,6465,27751,13588,14163,15383,6122,9261,12070,7363,4707,23828,11889,11939,21057,9631,11426,57338,25734,31604,8673,3950,4723,7033,2515,4518,33751,17592,16159,8892,4522,4370,7520,3652,3868,5552,2687,2865,28308,14506,13802,3619,1682,1937,1875,993,882,3215,1409,1806,3299,1501,1798,1493,731,762,691,359,332,2837,1530,1307,16,10,6,1032,479,553,1033,498,535,954,468,486,1024,461,563,168,60,108,312,188,124,417,216,201,218,96,122,657,308,349,814,385,429,228,105,123,254,119,135,335,155,180,1586,838,748,451,266,185,68,26,42,75,28,47,73,43,30,68,29,39,25,18,7,39,10,29,34,18,16,36,17,19,31,17,14,24,11,13,81,29,52,12,6,6,11,4,7,7,4,3,9,3,6,17,12,5,8,6,2,56,27,29,2114,1051,1063,21,7,14
74岁,4062359,1918261,2144098,3815097,1800792,2014305,10892,5230,5662,24747,12108,12639,12596,5064,7532,10366,6301,4065,18444,9101,9343,15991,7211,8780,48306,21171,27135,6595,2930,3665,5987,2057,3930,28584,14912,13672,6696,3289,3407,6309,2982,3327,4741,2204,2537,22466,11162,11304,3177,1456,1721,1525,821,704,3075,1335,1740,2421,1041,1380,1287,591,696,650,330,320,2627,1379,1248,16,10,6,945,465,480,624,325,299,789,396,393,878,382,496,214,83,131,245,131,114,345,175,170,158,83,75,549,247,302,770,376,394,231,116,115,157,77,80,234,115,119,1025,529,496,415,225,190,67,30,37,86,32,54,57,37,20,56,23,33,19,13,6,36,12,24,26,15,11,44,25,19,36,25,11,24,11,13,74,26,48,5,3,2,6,6,,2,2,,8,4,4,6,2,4,6,5,1,55,23,32,1562,765,797,10,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-79岁,15928330,7175811,8752519,14934514,6718352,8216162,38038,18262,19776,94461,44077,50384,50115,18933,31182,64451,38006,26445,75597,35218,40379,59587,25182,34405,190494,78739,111755,26764,11133,15631,21715,7296,14419,112848,59341,53507,26548,12651,13897,24015,10916,13099,19905,8761,11144,93800,45220,48580,11739,4927,6812,5891,2988,2903,10940,4574,6366,9989,4181,5808,5143,2367,2776,2503,1186,1317,9694,4852,4842,58,33,25,3403,1551,1852,2758,1244,1514,3497,1660,1837,3501,1467,2034,767,286,481,1306,737,569,1247,605,642,640,305,335,1721,735,986,3051,1472,1579,749,331,418,759,388,371,949,423,526,4577,2465,2112,1541,887,654,253,111,142,279,118,161,350,196,154,252,122,130,78,37,41,116,27,89,69,29,40,160,76,84,134,68,66,105,42,63,294,96,198,20,8,12,57,25,32,15,7,8,20,13,7,65,32,33,24,12,12,212,103,109,6485,2932,3553,67,6,61
75岁,4057266,1886692,2170574,3795085,1763612,2031473,10270,5010,5260,25077,11786,13291,12345,4927,7418,27663,15273,12390,18182,8652,9530,14432,6300,8132,48193,20374,27819,6403,2753,3650,5597,1885,3712,28827,15111,13716,6293,3046,3247,6179,2894,3285,4809,2147,2662,22837,11224,11613,2982,1302,1680,1694,857,837,2828,1228,1600,2801,1187,1614,1434,673,761,755,355,400,2422,1249,1173,14,7,7,901,417,484,598,287,311,981,467,514,859,371,488,227,79,148,483,283,200,350,167,183,181,86,95,479,209,270,816,382,434,217,95,122,223,119,104,232,100,132,1018,567,451,400,223,177,62,30,32,66,33,33,101,53,48,84,44,40,23,11,12,35,7,28,24,12,12,40,21,19,47,21,26,35,15,20,77,28,49,6,3,3,23,13,10,2,,2,4,2,2,12,5,7,6,2,4,61,29,32,1455,656,799,16,3,13
76岁,3575411,1627531,1947880,3359601,1527113,1832488,8238,4000,4238,20424,9633,10791,10513,4013,6500,11141,6835,4306,17213,8249,8964,12912,5560,7352,40608,17029,23579,5816,2446,3370,4749,1678,3071,24992,13042,11950,6656,3127,3529,5296,2426,2870,4426,1972,2454,22475,10934,11541,2487,1076,1411,1325,676,649,2294,963,1331,2026,865,1161,1013,470,543,509,240,269,2066,1073,993,14,7,7,712,325,387,606,277,329,657,310,347,779,323,456,161,64,97,251,142,109,305,142,163,124,58,66,355,149,206,751,391,360,167,75,92,142,64,78,220,101,119,1083,582,501,328,186,142,56,31,25,58,25,33,51,27,24,42,22,20,19,10,9,23,9,14,17,8,9,43,18,25,26,17,9,16,6,10,57,25,32,5,2,3,7,1,6,3,1,2,3,1,2,9,6,3,6,2,4,45,19,26,1481,685,796,9,,9
77岁,3025726,1354234,1671492,2839674,1269188,1570486,7108,3346,3762,17848,8245,9603,9824,3736,6088,8825,5493,3332,14726,6807,7919,11724,4960,6764,35650,14699,20951,5050,2100,2950,4234,1333,2901,21520,11265,10255,5143,2506,2637,4435,2003,2432,3753,1697,2056,18208,8637,9571,2281,929,1352,989,502,487,2061,852,1209,1816,776,1040,930,420,510,429,209,220,1924,946,978,7,6,1,704,320,384,545,241,304,707,344,363,675,281,394,138,52,86,192,118,74,246,128,118,109,54,55,320,135,185,534,259,275,131,68,63,160,90,70,177,71,106,977,525,452,264,152,112,53,21,32,51,17,34,58,33,25,32,14,18,13,5,8,22,5,17,10,2,8,28,11,17,19,10,9,19,8,11,63,13,50,1,1,,6,3,3,4,2,2,7,6,1,15,8,7,5,4,1,33,20,13,1234,558,676,15,,15
78岁,2838736,1254407,1584329,2657957,1172054,1485903,6938,3301,3637,17285,8051,9234,9932,3578,6354,10738,6717,4021,14219,6474,7745,11434,4723,6711,33450,13506,19944,5372,2181,3191,3721,1292,2429,20243,10786,9457,4513,2098,2415,4126,1855,2271,3828,1590,2238,17194,8129,9065,2218,893,1325,1116,554,562,2104,865,1239,1795,752,1043,996,467,529,443,209,234,1757,862,895,16,9,7,593,281,312,567,261,306,651,323,328,680,298,382,125,49,76,259,134,125,191,87,104,103,47,56,281,116,165,526,236,290,140,48,92,141,63,78,161,79,82,819,437,382,291,171,120,43,14,29,65,27,38,91,51,40,59,27,32,14,7,7,18,4,14,8,4,4,29,19,10,22,12,10,20,6,14,47,16,31,4,,4,10,5,5,4,3,1,2,1,1,10,4,6,2,2,,36,18,18,1313,608,705,16,3,13
79岁,2431191,1052947,1378244,2282197,986385,1295812,5484,2605,2879,13827,6362,7465,7501,2679,4822,6084,3688,2396,11257,5036,6221,9085,3639,5446,32593,13131,19462,4123,1653,2470,3414,1108,2306,17266,9137,8129,3943,1874,2069,3979,1738,2241,3089,1355,1734,13086,6296,6790,1771,727,1044,767,399,368,1653,666,987,1551,601,950,770,337,433,367,173,194,1525,722,803,7,4,3,493,208,285,442,178,264,501,216,285,508,194,314,116,42,74,121,60,61,155,81,74,123,60,63,286,126,160,424,204,220,94,45,49,93,52,41,159,72,87,680,354,326,258,155,103,39,15,24,39,16,23,49,32,17,35,15,20,9,4,5,18,2,16,10,3,7,20,7,13,20,8,12,15,7,8,50,14,36,4,2,2,11,3,8,2,1,1,4,3,1,19,9,10,5,2,3,37,17,20,1002,425,577,11,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-84岁,7989158,3203868,4785290,7475988,2985918,4490070,15207,6791,8416,50914,22166,28748,22718,7487,15231,45146,25900,19246,39339,16731,22608,27050,10286,16764,111883,40624,71259,14600,5447,9153,8764,2620,6144,49823,25713,24110,13641,5881,7760,12816,5315,7501,9253,3693,5560,44569,19710,24859,5162,1826,3336,2724,1314,1410,5256,1903,3353,5142,1938,3204,2664,1178,1486,1236,570,666,4966,2221,2745,20,10,10,1379,568,811,1557,650,907,2028,969,1059,1741,576,1165,398,116,282,768,373,395,467,218,249,244,111,133,1016,362,654,1438,611,827,327,133,194,463,222,241,556,220,336,2198,1050,1148,668,374,294,136,52,84,147,45,102,183,112,71,155,80,75,39,21,18,30,6,24,32,11,21,82,31,51,79,33,46,35,12,23,183,69,114,11,5,6,43,21,22,5,3,2,9,7,2,25,12,13,10,5,5,74,28,46,3713,1516,2197,38,4,34
80岁,2310212,958077,1352135,2138823,883342,1255481,4722,2129,2593,15643,6812,8831,7129,2450,4679,27633,14715,12918,12001,5176,6825,8281,3294,4987,34769,12827,21942,4313,1687,2626,2675,809,1866,14341,7558,6783,3984,1812,2172,4064,1717,2347,2700,1152,1548,13099,5896,7203,1609,576,1033,989,453,536,1630,606,1024,2105,779,1326,1092,482,610,571,280,291,1368,635,733,6,1,5,543,222,321,490,215,275,770,367,403,487,181,306,158,49,109,424,187,237,137,67,70,79,38,41,294,103,191,447,190,257,122,53,69,192,89,103,176,73,103,626,282,344,174,99,75,52,19,33,46,16,30,85,47,38,68,32,36,10,6,4,5,2,3,7,2,5,28,9,19,47,23,24,13,2,11,45,17,28,2,,2,32,17,15,1,1,,1,,1,10,5,5,5,4,1,30,13,17,1046,457,589,13,2,11
81岁,1740870,715350,1025520,1640870,671982,968888,3487,1567,1920,10191,4591,5600,4386,1463,2923,4652,3000,1652,7915,3471,4444,5617,2188,3429,22038,8499,13539,3076,1139,1937,1944,599,1345,11262,5831,5431,2773,1208,1565,2498,1039,1459,2020,804,1216,8864,4072,4792,1059,368,691,500,257,243,1093,427,666,867,346,521,513,220,293,178,73,105,1189,535,654,5,2,3,225,90,135,306,128,178,347,172,175,400,133,267,69,23,46,86,41,45,120,58,62,42,15,27,193,71,122,318,146,172,62,25,37,69,29,40,110,49,61,411,191,220,135,81,54,37,16,21,25,9,16,24,18,6,23,13,10,9,3,6,8,3,5,7,2,5,8,6,2,11,4,7,6,4,2,30,8,22,3,2,1,3,1,2,1,1,,2,2,,4,1,3,,,,11,3,8,764,321,443,4,,4
82岁,1546079,612890,933189,1450234,572572,877662,2739,1217,1522,9852,4230,5622,4562,1492,3070,5859,3744,2115,7583,3191,4392,5090,1882,3208,21518,7722,13796,2840,1089,1751,1671,511,1160,9679,4963,4716,2747,1186,1561,2414,972,1442,1760,699,1061,8807,3823,4984,985,359,626,439,212,227,993,339,654,898,342,556,421,188,233,216,94,122,1007,441,566,3,2,1,243,109,134,288,119,169,384,174,210,352,108,244,65,13,52,120,75,45,83,40,43,44,15,29,189,72,117,263,107,156,59,23,36,77,40,37,107,34,73,424,218,206,130,71,59,18,9,9,31,8,23,25,16,9,34,19,15,7,5,2,2,,2,8,3,5,16,5,11,5,1,4,4,2,2,46,22,24,3,2,1,2,1,1,3,1,2,2,2,,2,1,1,1,,1,14,7,7,699,297,402,12,1,11
83岁,1304628,507775,796853,1225999,475318,750681,2376,1084,1292,8067,3520,4547,3658,1155,2503,3778,2416,1362,6126,2593,3533,4313,1621,2692,18065,6253,11812,2357,869,1488,1370,391,979,8128,4134,3994,2214,896,1318,2085,873,1212,1531,574,957,7475,3217,4258,802,280,522,423,204,219,767,268,499,677,248,429,326,132,194,131,59,72,816,359,457,3,3,,175,75,100,270,104,166,275,132,143,267,91,176,41,11,30,62,34,28,65,26,39,45,25,20,185,64,121,222,93,129,32,13,19,71,38,33,89,35,54,384,202,182,132,73,59,16,4,12,19,3,16,29,18,11,15,7,8,6,3,3,6,1,5,4,2,2,13,5,8,13,4,9,8,3,5,32,10,22,3,1,2,5,2,3,,,,3,3,,4,2,2,1,,1,10,3,7,632,221,411,7,,7
84岁,1087369,409776,677593,1020062,382704,637358,1883,794,1089,7161,3013,4148,2983,927,2056,3224,2025,1199,5714,2300,3414,3749,1301,2448,15493,5323,10170,2014,663,1351,1104,310,794,6413,3227,3186,1923,779,1144,1755,714,1041,1242,464,778,6324,2702,3622,707,243,464,373,188,185,773,263,510,595,223,372,312,156,156,140,64,76,586,251,335,3,2,1,193,72,121,203,84,119,252,124,128,235,63,172,65,20,45,76,36,40,62,27,35,34,18,16,155,52,103,188,75,113,52,19,33,54,26,28,74,29,45,353,157,196,97,50,47,13,4,9,26,9,17,20,13,7,15,9,6,7,4,3,9,,9,6,2,4,17,6,11,3,1,2,4,1,3,30,12,18,,,,1,,1,,,,1,,1,5,3,2,3,1,2,9,2,7,572,220,352,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-89岁,3030698,1056941,1973757,2832186,979517,1852669,4979,2033,2946,20153,8217,11936,7950,2373,5577,17118,10601,6517,15734,5955,9779,9180,3112,6068,47997,14955,33042,5242,1731,3511,2962,738,2224,18631,8947,9684,5638,2185,3453,5554,2025,3529,3189,1199,1990,16497,6531,9966,1787,573,1214,1072,489,583,1890,604,1286,1891,648,1243,876,395,481,430,205,225,1832,715,1117,11,5,6,416,164,252,551,205,346,768,360,408,642,206,436,176,58,118,261,140,121,165,73,92,104,46,58,565,164,401,503,204,299,111,42,69,173,69,104,205,72,133,911,410,501,296,169,127,29,17,12,51,14,37,103,57,46,63,29,34,15,6,9,18,2,16,17,7,10,30,14,16,26,12,14,9,4,5,105,39,66,3,2,1,26,17,9,3,2,1,2,,2,11,7,4,4,1,3,34,13,21,1483,562,921,20,1,19
85岁,898283,325809,572474,836087,300685,535402,1535,609,926,5946,2464,3482,2442,720,1722,8073,4769,3304,4766,1822,2944,3050,1065,1985,14015,4527,9488,1629,571,1058,892,224,668,5079,2478,2601,1644,641,1003,1604,601,1003,1054,403,651,5031,2084,2947,552,193,359,294,129,165,518,160,358,561,188,373,306,141,165,126,59,67,551,213,338,2,,2,117,52,65,175,74,101,247,110,137,200,70,130,41,14,27,115,61,54,46,18,28,30,12,18,186,58,128,153,65,88,37,13,24,58,28,30,58,17,41,297,137,160,81,54,27,10,6,4,18,7,11,28,16,12,28,14,14,3,1,2,3,,3,10,4,6,4,1,3,14,6,8,2,1,1,31,13,18,1,1,,15,8,7,1,,1,1,,1,6,3,3,,,,8,3,5,494,196,298,8,,8
86岁,772037,275077,496960,723644,256099,467545,1293,528,765,5035,2032,3003,1833,552,1281,3053,2020,1033,4092,1545,2547,2419,820,1599,11366,3575,7791,1410,476,934,763,205,558,4806,2377,2429,1403,564,839,1336,522,814,862,317,545,4408,1777,2631,460,148,312,267,127,140,503,157,346,385,116,269,211,96,115,84,42,42,450,200,250,6,2,4,108,39,69,135,48,87,182,90,92,163,47,116,52,20,32,55,31,24,51,24,27,19,11,8,132,28,104,133,55,78,21,11,10,48,18,30,49,19,30,257,116,141,70,38,32,4,3,1,14,5,9,23,15,8,8,3,5,6,3,3,5,1,4,1,,1,8,1,7,2,,2,3,2,1,33,13,20,,,,4,2,2,,,,,,,2,2,,1,,1,5,2,3,350,133,217,4,,4
87岁,583159,200168,382991,546211,185931,360280,927,406,521,3933,1608,2325,1531,454,1077,2609,1658,951,2912,1079,1833,1631,564,1067,9211,2880,6331,908,288,620,562,125,437,3645,1725,1920,1096,416,680,1077,390,687,573,227,346,3050,1178,1872,321,93,228,225,94,131,359,124,235,335,127,208,150,61,89,81,37,44,353,113,240,3,3,,82,32,50,109,40,69,154,81,73,120,43,77,35,8,27,37,21,16,35,15,20,24,11,13,113,35,78,94,32,62,21,7,14,36,14,22,36,14,22,170,77,93,64,37,27,6,2,4,6,1,5,16,7,9,10,4,6,2,,2,7,1,6,3,2,1,6,4,2,4,1,3,,,,25,4,21,2,1,1,2,2,,1,1,,1,,1,,,,1,1,,11,4,7,219,84,135,4,1,3
88岁,441245,147017,294228,411511,135795,275716,691,283,408,3115,1257,1858,1314,393,921,2094,1333,761,2351,912,1439,1197,399,798,7735,2324,5411,779,231,548,450,114,336,2751,1257,1494,878,337,541,873,305,568,409,148,261,2428,902,1526,258,80,178,159,82,77,286,77,209,377,133,244,123,55,68,67,34,33,289,117,172,,,,47,19,28,72,28,44,115,53,62,80,23,57,28,8,20,35,19,16,20,11,9,17,7,10,69,25,44,72,28,44,18,5,13,22,7,15,33,14,19,119,49,70,42,21,21,7,5,2,4,1,3,27,16,11,7,3,4,2,1,1,1,,1,2,1,1,6,3,3,3,2,1,4,1,3,11,8,3,,,,2,2,,1,1,,,,,3,2,1,1,,1,5,3,2,233,83,150,2,,2
89岁,335974,108870,227104,314733,101007,213726,533,207,326,2124,856,1268,830,254,576,1289,821,468,1613,597,1016,883,264,619,5670,1649,4021,516,165,351,295,70,225,2350,1110,1240,617,227,390,664,207,457,291,104,187,1580,590,990,196,59,137,127,57,70,224,86,138,233,84,149,86,42,44,72,33,39,189,72,117,,,,62,22,40,60,15,45,70,26,44,79,23,56,20,8,12,19,8,11,13,5,8,14,5,9,65,18,47,51,24,27,14,6,8,9,2,7,29,8,21,68,31,37,39,19,20,2,1,1,9,,9,9,3,6,10,5,5,2,1,1,2,,2,1,,1,6,5,1,3,3,,,,,5,1,4,,,,3,3,,,,,,,,,,,1,,1,5,1,4,187,66,121,2,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-94岁,783594,229758,553836,727881,208890,518991,1035,428,607,5880,2251,3629,1661,469,1192,9499,5376,4123,3713,1268,2445,1698,541,1157,14590,3946,10644,1080,313,767,608,144,464,4718,2102,2616,1241,411,830,1630,561,1069,576,193,383,3177,1158,2019,356,105,251,316,151,165,494,159,335,573,187,386,252,103,149,148,70,78,423,160,263,,,,134,54,80,123,35,88,248,114,134,119,32,87,82,37,45,109,46,63,25,9,16,20,14,6,208,55,153,108,32,76,29,15,14,52,30,22,65,19,46,138,66,72,79,46,33,13,3,10,6,2,4,31,18,13,23,11,12,3,3,,5,2,3,3,1,2,4,,4,6,1,5,,,,33,8,25,,,,17,9,8,2,2,,3,2,1,2,1,1,,,,7,5,2,338,100,238,10,,10
90岁,285875,88128,197747,261016,78402,182614,386,140,246,2399,919,1480,681,183,498,6491,3509,2982,1505,534,971,675,223,452,5703,1558,4145,434,134,300,208,46,162,1738,803,935,440,152,288,654,214,440,237,84,153,1261,454,807,154,51,103,151,72,79,197,55,142,264,88,176,161,66,95,77,34,43,149,62,87,,,,55,19,36,69,18,51,109,46,63,49,12,37,37,16,21,67,31,36,14,4,10,10,6,4,82,26,56,39,12,27,11,5,6,24,13,11,26,10,16,48,27,21,27,15,12,7,2,5,4,1,3,20,13,7,10,5,5,2,2,,2,1,1,1,,1,3,,3,5,1,4,,,,15,4,11,,,,15,8,7,,,,1,,1,1,1,,,,,4,2,2,134,45,89,3,,3
91岁,181689,53460,128229,171215,49627,121588,238,106,132,1183,457,726,298,92,206,771,483,288,752,255,497,409,121,288,2972,847,2125,243,72,171,148,32,116,1215,529,686,281,91,190,346,130,216,133,45,88,642,246,396,77,22,55,46,22,24,101,37,64,101,38,63,32,11,21,18,10,8,104,40,64,,,,19,9,10,19,7,12,40,17,23,27,10,17,7,5,2,8,4,4,5,3,2,2,2,,41,12,29,26,11,15,8,3,5,5,4,1,7,3,4,30,14,16,20,14,6,2,,2,1,1,,3,1,2,6,2,4,,,,,,,1,,1,,,,1,,1,,,,5,2,3,,,,,,,,,,1,1,,,,,,,,,,,77,22,55,3,,3
92岁,140092,40460,99632,131198,37262,93936,189,80,109,1017,372,645,304,92,212,1038,644,394,643,209,434,292,89,203,2556,674,1882,164,39,125,99,29,70,784,336,448,220,75,145,266,98,168,85,28,57,536,204,332,57,11,46,43,21,22,83,25,58,88,22,66,23,9,14,22,10,12,80,25,55,,,,20,10,10,19,6,13,40,16,24,16,4,12,8,4,4,11,3,8,4,1,3,5,4,1,33,5,28,19,6,13,4,3,1,6,3,3,7,,7,22,8,14,16,10,6,4,1,3,,,,1,1,,2,1,1,1,1,,1,,1,,,,,,,,,,,,,4,,4,,,,,,,,,,1,1,,,,,,,,1,1,,60,17,43,,,
93岁,100237,27802,72435,93679,25466,68213,139,62,77,706,277,429,235,67,168,702,427,275,451,154,297,182,50,132,1919,495,1424,139,42,97,82,15,67,579,255,324,174,57,117,190,64,126,77,19,58,428,146,282,34,11,23,42,16,26,61,21,40,69,22,47,16,8,8,12,6,6,48,17,31,,,,21,7,14,8,2,6,28,20,8,14,1,13,20,9,11,12,4,8,2,1,1,3,2,1,27,9,18,16,2,14,4,2,2,10,6,4,21,6,15,24,12,12,5,2,3,,,,,,,7,3,4,4,3,1,,,,2,1,1,,,,,,,,,,,,,4,,4,,,,2,1,1,1,1,,,,,1,,1,,,,1,1,,33,10,23,3,,3
94岁,75701,19908,55793,70773,18133,52640,83,40,43,575,226,349,143,35,108,497,313,184,362,116,246,140,58,82,1440,372,1068,100,26,74,71,22,49,402,179,223,126,36,90,174,55,119,44,17,27,310,108,202,34,10,24,34,20,14,52,21,31,51,17,34,20,9,11,19,10,9,42,16,26,,,,19,9,10,8,2,6,31,15,16,13,5,8,10,3,7,11,4,7,,,,,,,25,3,22,8,1,7,2,2,,7,4,3,4,,4,14,5,9,11,5,6,,,,1,,1,,,,1,,1,,,,,,,1,1,,1,,1,,,,,,,5,2,3,,,,,,,1,1,,,,,,,,,,,1,1,,34,6,28,1,,1
