,    在业人口,,,    占15岁以上人口％,,,    Ⅰ、农、林、牧、渔、水利业,,,    Ⅱ、工业,,,,,,    Ⅲ、地质普查和勘探业,,,    Ⅳ、建筑业,,,    Ⅴ、交通运输、邮电通讯业,,,    Ⅵ、商业、公共饮食业,,,,,,    Ⅶ、房地产管理、公用事业,,,,,,    Ⅸ、教育、文化艺,,,    Ⅹ、科学研究和综,,,,,,  Ⅺ、金融、保险业,,,    Ⅻ、国家机关、政党,,,ⅩⅢ、其他行业,,
    年龄别,,,,,,,,,,,,,,,    年龄别,,,,,,,,,,        物资供销和仓储业,,,,,,    居民服务和咨询服务业,,,    Ⅷ、卫生、体育和社会福利事业,,,    术和广播电视事业,,,    合技术服务事业,,,,,  年龄别,,,,    机关和和社会团体,,,,,
,  合计,    男,    女,  合计,    男,    女,小计,    男,    女,    小计,    男,    女,,,,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,    小计,    男,    女,,,    年龄别,,,,,,,,,,,,,,,,小计,    男,    女,  小计,    男,    女,小计,  男,  女
总计,    647 244 706,    356 230253,    291 014453,    79.17,    85.03,    73.02,    467 593 223,    246 146 862,    221 446 361,    86 578 757,    49452 189,    37 126 568,,,总计,    798 147,    600208,    197 939,  11 642 485,    9 759 181,    1 883 304,    11 751 280,    9 569472,    2 181 808,    25 771 405,    13 720036,    12051 369,,,,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,    小计,    男,    女,,,总计,  2132142,  1 289832,  842310,  12952647,  10019017, 2933 630,  115 991,  82 566, 33 425
    单位：人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    单位：人,,,,,,,,,,,,,,,    单位：人,,,,,,,,,
,,,,,,,,,,,,,,,,    Ⅲ、地质普查和勘探业,,,    Ⅳ、建筑业,,,    Ⅴ、交通运输、邮电通讯业,,,    Ⅵ、商业、公共饮食业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    在业人口,,,    占15岁以上人口％,,,    Ⅰ、农、林、牧、渔、水利业,,,    Ⅱ、工业,,,,,    年龄别,,,,,,,,,,    物资供销和仓储业,,,,,,    Ⅶ、房地产管理、公用事业,,,    Ⅷ、卫生、体育和社会福利事业,,,    Ⅸ、教育、文化艺,,,    Ⅹ、科学研究和综,,,,,,Ⅺ、金融、保险业,,,    Ⅻ、国家机关、政党,,,,,
    年龄别,,,,,,,,,,,,,,,,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,    小计,    男,    女,,,,    居民服务和咨询服务业,,,,,,    术和广播电视事业,,,    合技术服务事业,,,,,  年龄别,,,,    机关和和社会团体,,,  ⅩⅢ、其他行业,,
,  合计,    男,    女,  合计,    男,    女,  小计,    男,    女,    小计,    男,    女,,,,,,,,,,,,,,,,,,    年龄别,,,,,,,,,,,,,,,,小计,  男,  女,  小计,    男,    女,小计,  男,  女
45—49岁,    44 106 229,    25 256 539,    18 849 690,    89.85,    97.68,    81.14,    31 316 507,    16 691 345,    14 625 162,    5448 393,    3 623 590,    1 824 803,,,45-49岁,    74 510,    58 885,    15 625,    752 295,    634 107,    118 188,    758453,    625 398,    133 055,    1 716 389,    973 674,    742 715,,,,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,    小计,    男,    女,,,45—49岁,  113 182,    81 200,    31 982,  1 226 829,    991 105,  235 724,    6 710,    4 429,    2 281
  45,    9 616279,    5 390406,    4 225 873,    91.89,    98.33,    84.80,    6 818 035,    3 543 222,    3 274 813,    1 223 089,    792 843,    430 246,,,  45,    15 825,    12 652,    3 173,    175 929,    148 895,    27034,    164418,    137 381,    27037,      389 714,    216 895,    172 819,,,45-49岁,    352 114,    198 248,    153 866,    527 150,    275 553,    251 597,    1 644 133,    996 778,    647 355,    169 564,    102 227,    67 337,,,  45,    23 184,    16 026,    7 158,    267055,    214 701,    52 354,    1 500,    1 017,    483
  46,    9 071 595,    5 153 341,    3 918 254,    91.14,    98.15,    83.31,    6 476 113,    3 426 668,    3 049445,    1 114 105,    734 953,    379 152,,,  46,    13 519,    10 556,    2 963,    156 581,    132600,    23 981,    152 613,    126459,    26 154,    358 120,    201 853,    156 267,,,  45,    79946,    44 361,    35 585,    105 794,    57 504,    48 290,    322422,    187 809,    134 613,    29 368,    17 100,    12268,,,  46,    22 730,    15 882,    6 848,    247032,    198 766,    48 266,    1 359,    907,    452
  47,    8 507 878,    4 873 674,    3 634 204,    90.07,    97.81,    81.43,    6016 388,    3 215440,    2 800 948,    1 051 607,    698 686,    352 921,,,  47,    13 608,    10442,    3 166,    143035,    119980,    23055,    145 745,    118 724,    27 021,    331 918,    187 702,    144216,,,  46,    72 804,    40 943,    31 861,    104908,    56 313,    48 595,    321 325,    189 739,    131 586,    30 386,    17 702,    12 684,,,  47,    23 094,    16466,    6 628,    242 832,    195418,    47414,    1 320,    860,    460
  48,    8 580 395,    4952 843,    3 627 552,    88.73,    97.33,    79.18,    6 100 161,    3 286059,    2 814 102,    1 047 418,    702028,    345 390,,,  48,    14 763,    11 545,    3 218,    140 001,    117451,    22 550,    147 901,    120 667,    27 234,    322 973,    184 300,    138 673,,,  47,    68 321,    38 208,    30 113,    105423,    54 060,    51 363,    331 604,    198 170,    133434,    32 983,    19 518,    13 465,,,  48,    22 565,    16494,    6 071,    235 886,    190 860,    45 026,    1 246,    819,    427
  49,    8 330082,    4 886 275,    3 443 807,    87.19,    96.72,    76.51,    5 905 810,    3 219 956,    2 685 854,    1 012 174,    695080,    317094,,,  49,    16 795,    13 690,    3 105,    136 749,    115 181,    21 568,    147 776,    122 167,    25 609,    313 664,    182 924,    130 740,,,  48,    66 787,    37 847,    28 940,    106 178,    54019,    52 159,    337496,    208 258,    129 238,    37020,    22496,    14 524,,,  49,    21 609,    16 332,    5 277,    234024,    191 360,    42 664,    1 285,    826,    459
50-54岁,    35 829438,    22492 916,    13 336 522,    78.54,    93.29,    62.00,    26 592453,    15 345 788,    11 246 665,    3 476038,    2 842 741,    633 297,,,50-54岁,    75 877,    66 329,    9 548,    536901,    480 632,    56269,    551 698,    492037,    59 661,    1 240 484,    822 604,    417 880,,,  49,    64256,    36 889,    27 367,    104 847,    53 657,    51 190,    331 286,    212 802,    118484,    39 807,    25 411,    14 396,,,50—54岁,  102 855,    81 339,    21 516,  1 082 856,    898 176,    184680,    5 841,    4 287,    1 554
  50,    7 683270,    4654 953,    3028 317,    83.08,    95.48,    69.25,    5 537 531,    3 081 328,    2456 203,    844 925,    644 569,    200 356,,,  50,    16 597,    14062,    2 535,    125089,    109203,    15 886,    131 301,    113 013,    18 288,    280482,    173 867,    106 615,,,50—54岁,    255 678,    176431,    79247,    428 684,    235430,    193 254,    1 296 251,    913 339,    382 912,    183 822,    133 783,    50039,,,  50,    21 257,    16 304,    4 953,    223 710,    183 595,  40 115,    1 269,    901,    368
  51,    7 187 093,    4477412,    2 709 681,    80.37,    94.48,    64.46,    5 270 589,    3 018 565,    2 252024,    729 586,    587 553,    142033,,,  51,    15 874,    13 757,    2 117,    111 953,    99 660,    12 293,    114 366,    101 272,    13 094,    251 190,    162270,    88 920,,,  50,    56414,    35403,    21 011,    98291,    51 236,    47055,    306 716,    204438,    102 278,    39 688,    27 034,    12 654,,,  51,    20 270,    15 775,    4495,    215 564,    177461,  38 103,    1 148,    795,    353
  52,    7 244 765,    4 594 966,    2 649 799,    78.47,    93.41,    61.43,    5 382623,    3 137 350,    2 245 273,    695 150,    578279,    116 871,,,  52,    16 350,    14297,    2 053,    108 590,    97738,    10 852,    110 305,    99 154,    11 151,    247 377,    165 798,    81 579,,,  51,    51 512,    34 525,    16 987,    90 375,    48236,    42 139,    276 375,    190 292,    86083,    38291,    27 251,    11 040,,,  52,    20 695,    16 509,    4 186,    219 945,    182 521,  37424,    1 161,    852,    309
  53,    6 961 106,    4435 615,    2 525491,    76.51,    92.20,    58.91,    5 245 320,    3 068 542,    2 176 778,    627 885,    533 684,    94 201,,,  53,    14 824,    13 147,    1 677,    98991,    89 562,    9 429,    102 556,    93 327,    9 229,    234 525,    161 221,    73 304,,,  52,    51 239,    35 923,    15 316,    86 352,    47 853,    38499,    266 350,    190210,    76 140,    38 628,    28482,    10146,,,  53,    20 261,    16 290,    3 971,    214083,    178 942,  35 141,    1 145,    856,    289
  54,    6 753 204,    4 329 970,    2423 234,    74.23,    90.86,    55.94,    5 156 390,    3 040003,    2 116 387,    578492,    498 656,    79 836,,,  54,    12232,    11 066,    1 166,    92278,    84469,    7 809,    93 170,    85271,    7 899,    226910,    159448,    67462,,,  53,    48 858,    35450,    13 408,    79 840,    45 112,    34728,    236 782,    172 361,    64 421,    36036,    27 121,    8 915,,,  54,    20 372,    16461,    3 911,    209 554,    175657,  33 897,    1 118,    883,    235
55—59岁,    27 204 307,    18246 614,    8 957 693,    65.22,    83.55,    45.08,    21 781 226,    13 511 486,    8 269 740,    1 797 244,    1 634 076,    163 168,,,55—59岁,    24790,    23 978,    812,    293 741,    282011,    11730,    294 653,    279 851,    14 802,    956427,    741 310,    215 117,,,  54,    47 655,    35 130,    12 525,    73 826,    42993,    30 833,    210028,    156 038,    53 990,    31 179,    23 895,    7 284,,,55—59岁,    83 721,    74 908,    8 813,    873 531,    784 676,  88 855,    4 049,    3 349,    700
  55,    6 207476,    4059 699,    2 147 777,    70.50,    88.63,    50.85,    4 838 891,    2 905 520,    1 933 371,    481 626,    429 101,    52 525,,,  55,    8 315,    7 927,    388,    77 856,    73 279,    4 577,    77458,    72442,    5 016,    212 844,    156 683,56 161,,,55—59岁,    204021,    162 540,    41 481,    218 505,    165 745,    52 760,    588 698,    509 660,    79038,    83 701,    73 024,    10 677,,,  55,    19457,    16 547,    2 910,    197452,    170 591,  26 861,    969,    771,    198
  56,    5 965 907,    3 974 995,    1 990 912,    67.78,    86.07,    47.58,    4 724 744,    2 894 155,    1 830 589,    416 846,    378 237,    38 609,,,  56,    6 177,    5 975,    202,    68 668,    65 761,    2 907,    69068,    65 356,    3 712,    212 242,    162 893,    49 349,,,  55,    45 362,    34 655,    10 707,    58270,    39 186,    19084,    164 913,    133 130,    31 783,    24063,    19 867,    4 196,,,  56,    19 501,    17 283,    2 218,    198 768,    178 056,  20 712,    955,    793,    162
  57,    5 624 783,    3 786 925,    1 837 858,    65.25,    83.68,    44.88,    4 521 718,    2 813 333,    1 708 385,    362 846,    332 119,    30 727,,,  57,    4 578,    4 466,    112,    59071,    57 146,    1 925,    59 282,    56 568,    2 714,    199 304,    156 378,    42 926,,,  56,    44 528,    35 190,    9 338,    49 898,    37 269,    12 629,    135 112,    117 140,    17 972,    19400,    16 887,      2 513,,,  57,    17 890,    16 198,    1 692,    183 265,    166263,  17 002,    820,    670,    150
  58,    4 902 614,    3 326 294,    1 576 320,    62.48,    81.01,    42.14,    3 986451,    2 510 623,    1 475 828,    291 297,    268 162,    23 135,,,  58,    3 236,    3 175,    61,    47 856,    46 532,    1 324,    47 943,    46 017,    1 926,    173 241,    137 794,    35447,,,  57,    42 395,    34097,    8 298,    43 306,    34099,    9 207,    114090,    101 183,    12 907,    16 218,    14 405,    1 813,,,  58,    14 560,    13 408,    1 152,    157414,    144 162,  13 252,    694,    588,    106
  59,    4 503 527,    3 098 701,    1404 826,    58.99,    77.28,    38.75,    3 709 422,    2 387 855,    1 321 567,    244629,    226457,    18 172,,,  59,    2 484,    2 435,    49,    40 290,    39 293,    997,    40902,    39468,    1 434,    158 796,    127 562,    31 234,,,  58,    37 135,    30 191,    6 944,    35 666,    29047,    6 619,    93 899,    84642,    9 257,    13 222,    11 953,    1 269,,,  59,    12 313,    11 472,    841,    136 632,    125 604,  11 028,    611,    527,    84
60-64岁,    15 548 411,    11 047 185,    4 501 226,    45.76,    63.19,    27.29,    13 696 874,    9460 907,    4 235 967,    538 395,    486 585,    51 810,,,60-64岁,    2 010,    1 918,    92,    80 672,    78 535,    2 137,    73 953,    70 357,    3 596,    494257,    383 555,    110 702,,,  59,    34 601,    28407,    6 194,    31 365,    26 144,    5 221,    80 684,    73 565,    7 119,    10 798,    9 912,    886,,,60—64岁,    24 145,    22 118,    2 027,    263 079,    228 330,  34 749,    1 958,    1 635,    323
  60,    3 994 696,    2 770 338,    1 224 358,    51.67,    68.92,    32.99,    3 423 139,    2 272492,    1 150 647,    164 937,    149 724,    15 213,,,  60,    955,    915,    40,    26670,    25 975,    695,    25 650,    24 500,    1 150,    132 764,    103 687,    29077,,,60-64岁,    115 647,    91 535,    24 112,    76 899,    63 001,    13 898,    162 723,    142 770,    19 953,    17 799,    15939,    1 860,,,  60,    8 443,    7 734,    709,    95 566,    85499,  10067,    541,    444,    97
  61,    3 346 815,    2 338 701,    1 008 114,    48.04,    65.23,    29.81,    2 948 177,    1 999 427,    948 750,    116 158,    104417,    11 741,,,  61,    439,    417,    22,    17 358,    16 838,    520,    15 751,    14935,    816,    104 348,    79 974,    24 374,,,  60,    29426,    23 476,    5 950,    23 385,    19 139,    4 246,    56 731,    50 900,    5 831,    6 489,    5 853,    636,,,  61,    5 278,    4 803,    475,    58 917,    50 990,    7 927,    433,    365,    68
  62,    3 189 190,    2 271 654,    917 536,    45.17,    62.49,    26.79,    2 834 970,    1 970 996,    863 974,    103 747,    93 266,    10481,,,  62,    305,    289,    16,    14 978,    14 591,    387,    13 380,    12 667,    713,    99482,    76 690,    22 792,,,  61,    24 514,    19433,    5 081,    16 827,    13 575,    3 252,    34 699,    30 041,    4 658,    3 916,    3 486,    430,,,  62,    4 429,    4 058,    371,    46 840,    39 942,    6 898,    403,    337,    66
  63,    2650089,    1 921 434,    728 655,    42.51,    60.04,    24.02,    2 369 208,    1 682 738,    686470,    81 857,    74 003,    7 854,,,  63,    187,    178,    9,    11 724,    11 423,    301,    10415,    9 903,    512,    82494,    64 081,    18413,,,  62,    23 680,    18 710,    4 970,    14 568,    11 899,    2 669,    29 203,    25 327,    3 876,    3 205,    2 882,    323,,,  63,    3 332,    3 058,    274,    33 938,    28 692,    5 246,    307,    260,    47
  64,    2 367 621,    1 745 058,    622 563,    39.56,    57.38,    21.15,    2 121 380,    1 535 254,    586 126,    71 696,    65 175,    6 521,,,  64,    124,    119,    5,    9 942,        9 708,        234,    8 757,    8 352,    405,    75 169,    59 123,    16046,,,  63,    19 793,    15 515,    4 278,    11 762,    9 767,    1 995,    22 767,    19 762,    3 005,    2 305,    2 054,    251,,,  64,    2 663,    2 465,    198,    27 818,    23 207,    4 611,    274,    229,    45
65岁及以上,    12 136050,    9 378 863,    2 757 187,    19.27,    32.72,    8.03,    10 934051,    8 351 719,    2 582 332,    326 238,    299 389,    26 849,,,65岁及以上,    404,    388,    16,    40 575,    39 813,    762,    32 824,    31 316,    1 508,    418 426,    334 002,    84424,,,  64,    18 234,    14 401,    3 833,    10357,    8 621,    1 736,    19 323,    16 740,    2 583,    1 884,    1 664,    220,,,65岁及以上,    9 461,    8 831,    630,    109 538,    91 433,    18 105,    1 542,    1 301,    241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65岁及以上,    102403,    81 671,    20 732,    60 551,    53 063,    7 488,    92 695,    79 188,    13 507,    7 342,    6 749,    593,,,,,,,,,,,,
